conclusion_number,conclusion_date,incident_date,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info,crew,deaths_crew_members,seriously_injured_crew_members,passengers,deaths_passengers,seriously_injured_passengers,other_deaths,other_injuries,aircraft_type2,Year,percentage_deaths_to_all_incidents
E01/2012,2012-03-13,2011-08-29,ΑΤΥΧΗΜΑ,"<span (solo)="""" (πλευρικά).""="""" span="""" uk-icon=""info"" uk-tooltip=""Κατά την πρώτη εκπαιδευτική πτήση "" αεροπλάνο="""" αναπήδησε="""" διαδρόμου="""" δύο="""" εκπαιδευόμενος="""" εκτός="""" ελαφρύ="""" και="""" κατά="""" με="""" μόνος""="""" πολύ="""" προσγείωση="""" προσγειώθηκε="""" την="""" φορές=""",Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Καβαλας «Μεγας Αλεξανδρος»,,Αεροπλάνο,Πολύ Ελαφρύ,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΚΑΒΑΛΑΣ «ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ»Νηολόγιο(α): SX-KIAΑεροπλάνοΠολύ Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2011,
13/2011,2011-11-30,2010-10-24,ΑΤΥΧΗΜΑ,"Υπερελαφρύ αεροπλάνο σε εκπαιδευτική πτήση, κατά την εκτέλεση άσκησης εικονικής αναγκαστικής προσγείωσης κατέπεσε στο έδαφος. Από την πτώση τραυματίσθηκε σοβαρά ο εκπαιδευτής και ελαφρύτερα ο εκπαιδευόμενος. Το α/φ καταστράφηκε.",Σοβαρός τραυματισμός,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=2      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Δερβενι Μεγαρων,SX-UCΝ,Αεροπλάνο,Υπερελαφρύ,ΔΕΡΒΕΝΙ ΜΕΓΑΡΩΝΝηολόγιο(α): SX-UCΝΑεροπλάνοΥπερελαφρύ,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2010,
E01/2011,2011-12-05,2010-08-01,ΣΥΜΒΑΝ,"Αεροπλάνο τύπου METRO III, κατά την προσγείωση του στον Κρατικό Αερολιμένα Ηρακλείου, εξετράπη δεξιά, εξήλθε από τον διάδρομο και πριν εισέλθει πάλι σε αυτόν πτερύγιο της αριστερής έλικας του α/φ χτύπησε σε πινακίδα σήμανσης.",Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Ηρακλείου “Ν. Καζαντζάκης”,D-CPSW,Αεροπλάνο,Μικρό / Ελαφρύ,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΗΡΑΚΛΕΊΟΥ “Ν. Καζαντζάκης”Νηολόγιο(α): D-CPSWΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2010,
12/2011,2011-04-11,2010-06-11,ΑΤΥΧΗΜΑ,"Αεραθλητής που εκτελούσε πτήση με μηχανοκίνητο αλεξίπτωτο πλαγιάς στην περιοχή της λίμνης Πολυφύτου (Σέρβια Κοζάνης), προσέκρουσε στην υδάτινη επιφάνεια της λίμνης και υπό το βάρος του κινητήρα που έφερε στην πλάτη του βυθίστηκε και υπέστη πνιγμό",Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Λίμνη Πολυφύτου, Σέρβια Κοζάνης",-,Αλεξίπτωτο,Μηχανοκίνητο Αλεξίπτωτο,"Λίμνη Πολυφύτου, Σέρβια ΚοζάνηςΝηολόγιο(α): -Μηχανοκίνητο Αλεξίπτωτο",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2010,
11/2011,2011-08-30,2010-06-13,ΑΤΥΧΗΜΑ,"Πτώση Αλεξιπτωτιστή πλαγιάς στην κορυφή πετρώδες λόφου 2,5 Km ΔΝΔ από το χώρο απογείωσης με αποτέλεσμα τον θανάσιμο τραυματισμό του",Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Οροπέδιο Κράπης – Χώρας Σφακίων,,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,Οροπέδιο Κράπης – Χώρας ΣφακίωνΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2010,
10/2011,2011-08-30,2010-07-16,ΑΤΥΧΗΜΑ,"Την 16/07/10 ελικόπτερο κατά το τελικό στάδιο προσγείωσης του σε ιδιόκτητο χώρο, υπέστη περιστροφή, ανατροπή και κατολίσθηση στην προ του χώρου προσγείωσης κατωφέρεια. Το ελικόπτερο κατεστράφη ενώ οι επιβαίνοντες δεν τραυματίστηκαν.",Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αιγινα,N471CF,Ελικόπτερο,Μικρό / Ελαφρύ,ΑΙΓΙΝΑΝηολόγιο(α): N471CFΕλικόπτεροΜικρό / Ελαφρύ,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2010,
09/2011,2011-08-30,2010-07-11,ΑΤΥΧΗΜΑ,Συντριβή Υπερελαφρού αεροπλάνου με 2 επιβαίνοντες σε ορεινή περιοχή κοντά στο χιονοδρομικό κέντρο Καλαβρύτων. Οι επιβαίνοντες τραυματίστηκαν σοβαρά.,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=1                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Καλαβρυτα, Κοντά Στο Χιονοδρομικό Κέντρο",,Αεροπλάνο,Υπερελαφρύ,"ΚΑΛΑΒΡΥΤΑ, κοντά στο χιονοδρομικό κέντροΝηολόγιο(α): C-FQZRΑεροπλάνοΥπερελαφρύ",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Αεροπλάνο,2010,
08/2011,2011-06-22,2010-06-29,ΑΤΥΧΗΜΑ,"Συντριβή υπερελαφρού αεροπλάνου κατά τη διάρκεια εκπαιδευτικής πτήσης σε αγρόκτημα στα σύνορα της πόλης του Αιγίου. Από την πτώση τραυματίσθηκαν θανάσιμα οι επιβαίνοντες του α/φ, εκπαιδευτής και εκπαιδευόμενος.",Θανάσιμος τραυματισμός,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=2          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Αιγιο, Αγρόκτημα",SX-UCT,Αεροπλάνο,Υπερελαφρύ,"ΑΙΓΙΟ, αγρόκτημαΝηολόγιο(α): SX-UCTΑεροπλάνοΥπερελαφρύ",2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2010,
07/2011,2011-05-19,2010-12-08,ΑΤΥΧΗΜΑ,"Επαφή του κάτω μέρους της ατράκτου αεροπλάνου cessna 500, κατά την τελική προσέγγιση για προσγείωση, με την κεραία του συστήματος ILS του διαδρόμου προσγείωσης 03R στο Διεθνή αερολιμένα Αθηνών, με ζημιές τόσο στο αεροπλάνο όσο και στην κεραία.",Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=4    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Διεθνης Αερολιμενας Αθηνων (Lgav),,Αεροπλάνο,Μικρό / Ελαφρύ,ΔΙΕΘΝΗΣ ΑΕΡΟΛΙΜΕΝΑΣ ΑΘΗΝΩΝ (LGAV)Νηολόγιο(α): SX-FDBΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2010,
06/2011,2011-12-05,2010-03-23,ΑΤΥΧΗΜΑ,Προσγείωση εκπαιδευτικού αεροπλάνου με τα σκέλη προσγείωσης μη εκτεταμένα,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αεροδρόμιο Πάχης Μεγάρων (Lgmg),,Αεροπλάνο,Μικρό / Ελαφρύ,Αεροδρόμιο Πάχης Μεγάρων (LGMG)Νηολόγιο(α): SX-BTCΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2010,
05/2011,2011-03-05,2010-08-25,ΑΤΥΧΗΜΑ,Σοβαρός τραυματισμός από πτώση αλεξιπτωτιστή πλαγιάς κατά τη διάρκεια αγώνων,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Εμπεσσος Αιτολωακαρνανιας,,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,ΕΜΠΕΣΣΟΣ ΑΙΤΟΛΩΑΚΑΡΝΑΝΙΑΣΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2010,
04/2011,2011-03-05,2008-08-23,ΑΤΥΧΗΜΑ,Πτώση ελαφρού αεροπλάνου σε χαράδρα στο όρος ΠΑΪΚΟ,Μικρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Όρος Πάικο, Αγροτική Περιοχή Πλησίον Πεδίου Βολής Κάρπης, Νομού Κιλκίς",SX-APQ,Αεροπλάνο,Μικρό / Ελαφρύ,"Όρος Πάικο, Αγροτική Περιοχή Πλησίον Πεδίου Βολής Κάρπης, Νομού ΚιλκίςΝηολόγιο(α): SX-APQΑεροπλάνοΜικρό / Ελαφρύ",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2008,
03/2011,2011-03-05,2008-05-08,ΑΤΥΧΗΜΑ,Βαριά προσγείωση και ανατροπή ελικοπτέρου,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Όρος Ολυμπος,OE-XQQ,Ελικόπτερο,Μικρό / Ελαφρύ,Όρος ΟΛΥΜΠΟΣΝηολόγιο(α): OE-XQQΕλικόπτεροΜικρό / Ελαφρύ,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2008,
02/2011,2011-01-19,2009-04-28,ΑΤΥΧΗΜΑ,Συντριβή ελαφρού αεροπλάνου σε δύσβατη ορεινή περιοχή του όρους Αίνου Κεφαλληνίας σε υψόμετρο 4.460 ft.,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=1Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Ορος Αινος Κεφαλληνιας,,Αεροπλάνο,Μικρό / Ελαφρύ,ΟΡΟΣ ΑΙΝΟΣ ΚΕΦΑΛΛΗΝΙΑΣΝηολόγιο(α): 4X-CWNΑεροπλάνοΜικρό / Ελαφρύ,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Αεροπλάνο,2009,
01/2011,2011-05-01,2010-07-26,ΣΥΜΒΑΝ,Σύγκρουση πτέρυγας επιβατικού αεροπλάνου με εμπόδιο κατά την τροχοδρόμηση για στάθμευση,Χωρίς Τραυματισμό,      Πλήρωμα=3                       Επιβάτες=29    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Αστυπαλαιας,,Αεροπλάνο,Μεγάλο,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΑΣΤΥΠΑΛΑΙΑΣΝηολόγιο(α): SX-BIQΑεροπλάνοΜεγάλο,3.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2010,
E02/2010,2010-06-10,2010-11-06,ΣΥΜΒΑΝ,Σύγκρουση ακυβέρνητου λεωφορείου μεταφοράς επιβατών με σταθμευμένο επιβατικό αεροπλάνο,Χωρίς Τραυματισμό,      Πλήρωμα=-                       Επιβάτες=-    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Kραtικος Αερολιμενας Ροδου,,Αεροπλάνο,Μεγάλο,KΡΑTΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΡΟΔΟΥΝηολόγιο(α): A7-HJJΑεροπλάνοΜεγάλο,,0.0,0.0,,0.0,0.0,0.0,0.0,Αεροπλάνο,2010,
