conclusion_date1,conclusion_date2,incident_info,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info
03/2014,29/04/2014,"18/03/2012
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Χειριστής Αλεξιπτώτου πλαγιάς έχοντας χάσει τον έλεγχο αμέσως μετά την απογείωση προσέκρουσε σε ηλεκτρικά καλώδια μέσης τάσης με συνέπεια τον θανάσιμο τραυματισμό του.""><br/></span>",Θανάσιμος τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=1                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Νηολόγιο(α): -,Αλεξίπτωτο Πλαγιάς,Περιοχή «ΑΛΘΕΑ» ΚΟΡΩΠΙΟΥ (Αγ. Μαρίνα)Νηολόγιο(α): -Αλεξίπτωτο Πλαγιάς
02/2014,27/03/2014,"19/06/2012
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Θανάσιμος τραυματισμός αλεξιπτωτιστή πλαγιάς κατά την προσγείωση υπό συνθήκες δυνατών ανέμων στην περιοχή Παναγίτσα – Γκούρα, κοντά στα Βίλια Αττικής.""><br/></span>",Θανάσιμος τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=1                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Νηολόγιο(α): -,Αλεξίπτωτο Πλαγιάς,"Βίλια, ΑττικήςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς"
01/2014,12/03/2014,"06/02/2012
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελικόπτερο σε εκπαιδευτική πτήση έκανε βαριά προσγείωση και ανετράπη.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=2                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Ελικόπτερο,Μικρό / Ελαφρύ,Πλησίον του Δημοτικού Πεδίου προσγείωσης του Δήμου ΘηβαίωνΝηολόγιο(α): SX-HCWΕλικόπτεροΜικρό / Ελαφρύ
E01/2013,13/02/2013,"17/07/2010
ΣΥΜΒΑΝ",ΣΥΜΒΑΝ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύ αεροπλάνο μετά την απογείωση του παρουσίασε πτώση ισχύος του κινητήρα και ένας υπόκωφος θόρυβος ακούστηκε από τον χώρο του κινητήρα. Καθώς η ισχύς συνέχισε να μειώνεται, ο χειριστής επέστρεψε για προσγείωση. Το α/φ προσγειώθηκε επιτυχώς.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=2                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",Κρατικός Αερολιμένας Ηρακλείου “N. Καζαντζάκης” (LGIR),Νηολόγιο(α): SX-CCA,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας Ηρακλείου “N. Καζαντζάκης” (LGIR)Νηολόγιο(α): SX-CCAΑεροπλάνοΜικρό / Ελαφρύ
E02/2012,30/04/2012,"06/02/2009
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύ ιδιωτικό ελικόπτερο στα τελευταία στάδια της προσέγγισης από λανθασμένους χειρισμούς έχασε τον έλεγχο τκαι ακινητοποιήθηκε με την δεξιά πλευρά του θαλάμου διακυβέρνησης στο έδαφος.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Ελικόπτερο,Μικρό / Ελαφρύ,Γρίτσα ( παραλία ) - ΛΙΤΟΧΩΡΟΥΝηολόγιο(α): N992AKΕλικόπτεροΜικρό / Ελαφρύ
05/2012,28/11/2012,"03/09/2011
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Xειριστής αλεξιπτώτου πλαγιάς, έχασε τον έλεγχο και κάνοντας χρήση του εφεδρικού αλεξιπτώτου προσέκρουσε σε δύσβατη πλαγιά των Όρεων Βάλτου στη θέση Κορφούλα, Θυάμου, Δήμου Ινάχου, Ν. Αιτωλοακαρνανίας, με αποτέλεσμα το σοβαρό τραυματισμό του.""><br/></span>",Σοβαρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=1          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Νηολόγιο(α): -,Αλεξίπτωτο Πλαγιάς,"ΘΥΑΜΟΣ, Ν. ΑΙΤΟΛΩΑΚΑΡΝΑΝΙΑΣΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς"
04/2012,28/11/2012,"29/04/2011
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύ αεροπλάνο που εκτελούσε προσγειω-απογειώσεις σε ιδιωτικό αεροδρόμιο στη περιοχή του Πόρτο Χέλι, έπεσε και βυθίστηκε στη θάλασσα σε βάθος εννέα μέτρων, 350 m Δυτικά από το αεροδρόμιο. Οι επιβαίνοντες του α/φ τραυματίσθηκαν θανάσιμα.""><br/></span>",Θανάσιμος τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=2                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=2                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Θαλάσσια περιοχή πλησίον του Πόρτο ΧέλιΝηολόγιο(α): D-EOFSΑεροπλάνοΜικρό / Ελαφρύ
03/2012,11/07/2012,"02/02/2009
ΣΥΜΒΑΝ",ΣΥΜΒΑΝ,"<span span="""" uk-icon=""info"" uk-tooltip=""Αεροπλάνο ATR-72 κατά τη διάρκεια δοκιμής κινητήρων από προσωπικό συντήρησης, ολίσθησε και η έλικα του δεξιού κινητήρα προσέκρουσε στη μονάδα ισχύος εδάφους.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=0                                        Επιβάτες=3&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μεγάλο,ΔΙΕΘΝΗΣ ΑΕΡΟΛΙΜΕΝΑΣ ΑΘΗΝΩΝ “ΕΛ. ΒΕΝΙΖΕΛΟΣ” (LGAV)Νηολόγιο(α): SX-BIHΑεροπλάνοΜεγάλο
02/2012,07/02/2012,"02/03/2008
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span (solo).""="""" span="""" uk-icon=""info"" uk-tooltip=""Έξοδος από το διάδρομο απογείωσης και ανατροπή ελαφρού εκπαιδευτικού αεροπλάνου κατά τη διάρκεια απογείωσης σε εκπαιδευτική πτήση "" μόνος""=""""><br/></span>",Μικρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας Θεσσαλονίκης “Μακεδονία” (LGTS)Νηολόγιο(α): SX-APZΑεροπλάνοΜικρό / Ελαφρύ
01/2012,12/02/2012,"01/08/2010
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Σοβαρός τραυματισμός αλεξιπτωτιστή πλαγιάς κατά τη διάρκεια αναγκαστικής προσγείωσης σε βραχώδη, δύσβατη περιοχή, πλησίον χείλους γκρεμού που κατέληγε στην θάλασσα.""><br/></span>",Σοβαρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=1          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Νηολόγιο(α): -,Αλεξίπτωτο Πλαγιάς,"Περιοχή Κάθισμα, Ν. ΛευκάδαςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς"
E01/2012,13/03/2012,"29/08/2011
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span (solo)="""" (πλευρικά).""="""" span="""" uk-icon=""info"" uk-tooltip=""Κατά την πρώτη εκπαιδευτική πτήση "" αεροπλάνο="""" αναπήδησε="""" διαδρόμου="""" δύο="""" εκπαιδευόμενος="""" εκτός="""" ελαφρύ="""" και="""" κατά="""" με="""" μόνος""="""" πολύ="""" προσγείωση="""" προσγειώθηκε="""" την="""" φορές=""""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Πολύ Ελαφρύ,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΚΑΒΑΛΑΣ «ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ»Νηολόγιο(α): SX-KIAΑεροπλάνοΠολύ Ελαφρύ
13/2011,30/11/2011,"24/10/2010
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Υπερελαφρύ αεροπλάνο σε εκπαιδευτική πτήση, κατά την εκτέλεση άσκησης εικονικής αναγκαστικής προσγείωσης κατέπεσε στο έδαφος. Από την πτώση τραυματίσθηκε σοβαρά ο εκπαιδευτής και ελαφρύτερα ο εκπαιδευόμενος. Το α/φ καταστράφηκε.""><br/></span>",Σοβαρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=2                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=2          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",ΔΕΡΒΕΝΙ ΜΕΓΑΡΩΝ,Νηολόγιο(α): SX-UCΝ,Αεροπλάνο,Υπερελαφρύ,ΔΕΡΒΕΝΙ ΜΕΓΑΡΩΝΝηολόγιο(α): SX-UCΝΑεροπλάνοΥπερελαφρύ
